id,name,Description,Quantity,ImageURLs,Category,Inventorization,quantityAvailable,Ед. Изм.,Состояние ,Комментарии От Нечаева ,Комментарии кладовщика ,Ответ проектного отдела 
505,Ручки для светящихся шаров розовые,"Аксессуар для детских праздников, На конце  ручки есть светодиодная проволка, работает от батареек АА(в комплект батарейки не входят),",148,https://imgur.com/Qc1grio,Аренда/Доп.оборудование,,148,шт.,Рабочее,,,
506,Ручки для светящихся шаров синие,"Аксессуар для детских праздников, На конце  ручки есть светодиодная проволка, работает от батареек АА(в комплект батарейки не входят),",159,https://imgur.com/gYzFnuB,Аренда/Доп.оборудование,,159,шт.,Рабочее,,,
507,Ручки палки для шаров прозрачные,"Аксессуар для детских праздников, На конце  ручки есть светодиодная проволка, работает от батареек АА(в комплект батарейки не входят),",700,https://imgur.com/wuAg6Ej,Аренда/Доп.оборудование,,700,шт.,Рабочее,,,
508,Саморезы 16мм побеленные,,30,https://imgur.com/ygcj1V8,Расходники/Строительные,,30,шт.,,,,
509,Саморезы 65мм,,100,https://imgur.com/O6z6NeD,Расходники/Строительные,,100,шт.,,,,
510,Саморезы 75мм,,100,https://imgur.com/6M9BBSN,Расходники/Строительные,,100,шт.,,,,
511,Санки,,1,https://imgur.com/xF43cJj,Расходники/Строительные,,1,шт.,,,,
513,Сапоги резиновые,,21,https://imgur.com/FNGB2ZS,Расходники/Строительные,,21,шт.,,,,
514,Сапоги черные танцевальные( размер ,"Размер (43,44,46).Материал:натуральная кожа",6,https://imgur.com/fbdZ9gC,Текстиль/Форма менеджеров,,6,пара.,,,,
515,Сарафан в русском стиле,"Размер:44-46,в комплект может входить какошник в русском стиле.Материал:лен",2,https://imgur.com/rRDYq4H,Текстиль/Форма менеджеров,,2,шт.,Рабочее,,,
